PROMPTTYPE,Index,Requirement,Ground Truth,Response,Equivalent
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (F avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (F avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3043,"If photo injured_person ever holds, avoid the impending_gas_leak must have held beforehand.",F photo_injured_person -> (!photo_injured_person U (avoid_impending_gas_leak & !photo_injured_person)),G(photo_injured_person -> (F avoid_impending_gas_leak V photo_injured_person)),False
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F (sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F (sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3048,"sooner or later a sensor captures data, a table has been moved and the bridge closes",F(bridge_closes & sensor_captures_data & table_has_been_moved),F(sensor_captures_data & table_has_been_moved & bridge_closes),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(landmark_9)),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(photo & landmark_9)),False
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(landmark_9)),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(photo & landmark_9)),False
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(landmark_9)),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(landmark_9)),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(photo & landmark_9)),False
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(landmark_9)),True
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(photo & landmark_9)),False
ARTEMIS,3055,Eventually (photo of landmark_9 and stay at landmark_9 permanently),F(landmark_9 & photo & G landmark_9),F(photo & landmark_9 & G(photo & landmark_9)),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & !stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & !stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3060,never drop apple and stop_by flag,stop_by_flag & G!drop_apple,G(!drop_apple & stop_by_flag),False
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> (F^{-1} get_help)),
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> (F^{-1} get_help)),
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> O get_help),
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> (F^{-1} get_help)),
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> O get_help),
ARTEMIS,3065,"If photo the motorcycle on northwest_5th_avenue ever holds, get_help must have held beforehand.",F photo_motorcycle_northwest_5th_avenue -> (!photo_motorcycle_northwest_5th_avenue U (get_help & !photo_motorcycle_northwest_5th_avenue)),G(photo_motorcycle_northwest_5th_avenue -> (F^{-1} get_help)),
